X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECT
201,3.05,21.8,201,3,3,0.341,0.0235,327,1.46,-1.29E-06,161,2.925,-28.3,161,3,3,0.697,0.0189,326,1.01,1.05E-06,122,3,-3.25,122,3,3,0,0,0,0,309,3,3,309,3,3,-0.295,2.71E-19,327,0,7.54E-07,15,1,0,20,Layer 2 Down,FAIL
201,3.025,15.5,201,3,3,0.659,0.0171,327,1.74,-1.48E-06,161,2.975,-3.25,161,3,3,0.377,0.0217,326,1.74,3.14E-06,122,3,3,122,3,3,0,0,0,0,309,3,3.25,309,3,3,1,2.71E-19,327,0,0,15,1,0,20,Layer 2 Down,FAIL
201,2.95,-22,201,3,3,-0.779,0.0195,328,1.7,1.22E-06,161,2.975,-9.5,161,3,3,-0.895,0.024,326,3.73,1.51E-06,122,3,3,122,3,3,0,0,0,0,309,3.002,4,309,3,3,0.207,2.71E-19,327,0,0,15,1,0,20,Layer 2 Down,FAIL
201,2.975,-15.8,201,3,3,-1.42,0.0194,328,1.47,6.12E-07,161,2.95,-22,161,3,3,4.85,0.0239,326,5.11,5.63E-07,122,3,3,122,3,3,0,0,0,0,309,3.001,3.25,309,3,3,0.207,2.71E-19,327,0,-6.79E-07,15,1,0,20,Layer 2 Down,FAIL
201,3,15.5,201,3,3,0.0199,0.0208,328,1.36,-2.30E-07,161,2.975,-22,161,3,3,0.0635,0.016,326,2.36,2.10E-06,122,2.975,-3.25,122,3,3,0,0,0,0,309,3,2.75,309,3,3,-0.797,2.71E-19,327,0,7.33E-07,15,1,0,20,Layer 2 Down,FAIL
201,3,-3.25,201,3,3,-1.1,0.0243,327,1.46,2.30E-06,161,3.05,28,161,3,3,-0.261,0.0146,326,0.781,-4.01E-07,122,3.025,15.5,122,3,3,0,0,0,0,309,3,3,309,3,3,0.709,2.71E-19,327,0,3.08E-06,15,1,0,20,Layer 2 Down,FAIL
201,2.975,-3.25,201,3,3,1.3,0.0282,328,2.74,1.25E-06,161,2.975,-9.5,161,3,3,-0.252,0.0198,327,2.92,5.40E-07,122,2.975,-3.25,122,3,3,0,0,0,0,309,3,2.75,309,3,3,0.709,2.71E-19,328,0,2.49E-06,15,1,0,20,Layer 2 Down,FAIL
201,3,-3.25,201,3,3,0.499,0.0205,328,1.77,0,161,3,3,161,3,3,1.17,0.0204,326,0.258,0,122,2.975,-3.25,122,3,3,0,0,0,0,309,3.00075,3.375,309,3,3,0.709,2.71E-19,327,0,6.47E-07,15,1,0,20,Layer 2 Down,FAIL
165,2.875,-59.5,165,3,3,1.66,0.0345,325,4.34,-4.67E-06,79.8,-6.92,-1027,79.6,-17,-997,-16.5,0.311,322,31.2,0.0101,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2083,56.2,-75.4,2083,56.3,3.000000954,24.4,1.14,318,119,0.218,15,1,2,20,Layer 2 Down,FAIL
165,3.125,65.5,165,3,3,0.836,0.0341,325,1.92,1.32E-05,78,2.325,672,78,3,3,-0.596,0.0283,323,2.69,-6.97E-06,30.7,3.05,21.8,30.7,3,3,0,0,0,0,2093,56.4,-11.4,2093,56.3,3.000000954,20.5,0.952,319,116,0.183,15,1,125,20,Layer 2 Down,FAIL
165,-7.6,-185,165,-8.5,-123,-6.89,0.125,323,20.2,0.00279,76.6,-14.5,-28.3,76.4,-13.4,88.7,-2.74,0.127,322,29.7,0.00447,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2103,56.4,23.3,2103,56.3,2.999999046,18.2,0.876,319,120,0.168,15,1,126,20,Layer 2 Down,FAIL
163,-16.3,-9.5,163,-16.6,-29.1,-5.85,0.127,324,32.7,0.00524,75.4,-2.35,203,75.4,-0.9,152,-4.31,0.0685,323,9.62,0.000704,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2103,56.2,-34.8,2103,56.3,3,23.1,1,318,121,0.193,15,1,127,20,Layer 2 Down,FAIL
162,-17,28,161,-17,3,-7.95,0.132,324,32.3,0.00558,75.4,3.025,15.5,75.4,3,3,0.252,0.0257,323,0.56,-1.51E-06,30.7,3.05,28,30.7,3,3,0,0,0,0,2113,56.4,26,2113,56.3,3,19.1,0.945,319,115,0.182,15,1,127,20,Layer 2 Down,FAIL
160,-17.1,-65.7,159,-17,3,-7.6,0.133,324,32.6,0.00554,75.4,3.075,34.3,75.4,3,3,0.327,0.0192,323,0.457,-1.05E-06,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2113,56.3,0.25,2113,56.3,3,22,0.869,320,121,0.166,15,1,127,20,Layer 2 Down,FAIL
158,-17.2,-53.3,157,-17,3,-6.72,0.115,323,33,0.0048,75.4,3.025,15.5,75.4,3,3,-0.0404,0.0162,323,1.49,-1.44E-06,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2123,56.3,-9.2,2123,56.3,3.000000954,20.6,1.03,318,119,0.198,15,1,127,20,Layer 2 Down,FAIL
156,-16.9,40.5,155,-17,3,-7.17,0.132,323,32.3,0.0056,75.4,3,9.25,75.4,3,3,-0.357,0.0165,323,1.5,-5.55E-07,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2123,56.6,85.7,2123,56.3,2.999999046,14.2,0.782,319,114,0.145,15,1,127,20,Layer 2 Down,FAIL
154,-17,21.8,153,-17,3,-6.69,0.118,323,31.6,0.00511,75.4,3,-3.25,75.4,3,3,-0.357,0.0199,323,1.71,-7.84E-07,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2133,56.2,-23.8,2133,56.3,3,26.2,0.964,319,122,0.182,15,1,127,20,Layer 2 Down,FAIL
152,-17,-3.25,151,-17,3,-6.46,0.119,323,32,0.00492,75.4,3.025,15.5,75.4,3,3,-0.501,0.0245,323,0.413,0,30.7,3.025,15.5,30.7,3,3,0,0,0,0,2133,56.4,26.4,2133,56.3,3,17.2,1.06,318,118,0.204,15,1,127,20,Layer 2 Down,FAIL
147,-16.4,3,146,-16.5,33.1,-7.3,0.161,323,31.3,0.00658,75.4,6.22,216,75.4,7.24,153,2.83,0.114,323,13.7,0.000882,32.7,3.025,15.5,32.7,3,3,0,0,0,0,841,56.3,-32.1,841,56.3,3,24.9,0.971,315,116,0.187,15,1,2,20,Layer 2 Down,FAIL
145,-9.3,53,145,-8.2,128,-3.88,0.0643,324,20.4,0.00154,76.4,18.9,116,76.6,19.6,90.3,8.23,0.175,322,30.5,0.00591,32.7,3,3,32.7,3,3,0,0,0,0,846,56.4,50.9,847,56.3,3.000000954,18.3,0.981,314,120,0.187,15,1,47,20,Layer 2 Down,FAIL
144,2.925,-22,144,3,3,-1.95,0.0713,324,4.99,5.61E-05,78,3.2,-141,78,9,1003,11.5,0.161,323,9.4,0.0006,32.7,3.025,15.5,32.7,3,3,0,0,0,0,852,56.3,-20.3,852,56.3,2.999999046,24.2,0.997,314,119,0.192,15,1,47,20,Layer 2 Down,FAIL
144,3,-9.5,144,3,3,-3.29,0.0537,324,1.24,4.10E-05,79.8,17.6,-1117,79.8,10,-997,-11.4,0.172,323,6.54,-0.00372,32.7,3.025,15.5,32.7,3,3,0,0,0,0,857,56.4,24.7,857,56.3,3,16.7,0.873,315,116,0.167,15,1,47,20,Layer 2 Down,FAIL
144,3,3,144,3,3,-1.6,0.0524,325,3.48,2.42E-05,80.8,3.075,-210,80.8,3,3,10,0.17,324,13.6,0.00052,32.7,3.05,28,32.7,3,3,0,0,0,0,862,56.4,41.6,863,56.3,3,18.2,0.926,314,120,0.177,15,1,47,20,Layer 2 Down,FAIL
144,2.975,-15.8,144,3,3,-1.15,0.0542,324,3.61,3.36E-05,80.8,3.05,21.8,80.8,3,3,1.32,0.0182,323,3.51,1.72E-07,34,52.5,878,34.5,53,3,0,0,0,0,868,56.2,-48.1,868,56.3,3,24.8,1.1,314,119,0.213,15,1,49,50,Layer 2 Down,FAIL
144,3.025,-3.25,144,3,3,-2.29,0.0564,323,2.8,2.62E-05,80.8,3.025,9.25,80.8,3,3,-2.25,0.0204,322,2.52,-3.68E-06,39.1,53,3,39.5,53,3,0,0,0,0,873,56.5,49.9,873,56.3,3.000000954,16.7,0.764,314,118,0.146,15,1,52,50,Layer 2 Down,FAIL
144,3.05,15.5,144,3,3,-3.34,0.0563,323,1.74,5.16E-05,80.8,2.95,-28.3,80.8,3,3,-0.843,0.0294,322,1.72,-2.74E-06,44,52.9,-34.5,44.5,53,3,0,0,0,0,878,56.2,-25.1,879,56.3,2.999999046,24.8,1.07,314,121,0.205,15,1,52,50,Layer 2 Down,FAIL
144,2.975,-9.5,144,3,3,-2.15,0.0541,323,2.1,3.97E-05,80.8,3.025,9.25,80.8,3,3,-0.303,0.0179,322,0.991,8.86E-07,49,52.9,-22,49.5,53,3,0,0,0,0,884,56.4,-0.94,884,56.3,3,19,0.967,313,117,0.187,15,1,52,50,Layer 2 Down,FAIL
144,2.975,-28.3,144,3,3,-3.09,0.0536,323,1.2,4.16E-05,80.8,3,3,80.8,3,3,0.776,0.0337,322,1.59,0,54.1,53,-3.25,54.5,53,3,0,0,0,0,889,56.5,40.2,889,56.3,3,17.4,0.719,314,117,0.137,15,1,52,50,Layer 2 Down,FAIL
147,5.17,197,147,5.81,102.9,4.3,0.0918,324,8.33,0.000467,98.1,-16.8,-59.5,98,-16.8,16.1,-6.72,0.178,322,31.2,0.00728,32.7,3.025,9.25,32.7,3,3,0,0,0,0,681,56.3,-38.3,681,56.3,3,23.2,0.973,318,118,0.188,15,1,2,20,Repositioning,FAIL
148,14.6,65.5,148,15.3,82.9,6.45,0.129,324,22.3,0.00322,96.2,-13.4,53,96.1,-12.7,64.4,-4.56,0.086,323,26.9,0.00294,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,686,56.4,49.8,687,56.3,3.000000954,16.9,0.966,318,121,0.185,15,1,39,20,Repositioning,FAIL
150,20.8,-15.8,150,21.2,45.2,7.25,0.131,324,30.8,0.00495,95,-6.05,46.8,94.9,-5.19,94.5,-2.08,0.0545,323,15.7,0.000923,32.7,3,9.25,32.7,3,3,0,0,0,0,692,56.3,-22.7,692,56.3,2.999999046,23.6,1,317,119,0.191,15,1,39,20,Repositioning,FAIL
151,5.05,-847,151,5,503,-5.68,0.0909,325,6.4,-0.000113,94.6,2.925,-9.5,94.6,3,3,-4.54,0.0938,323,5.67,1.49E-05,32.7,3,3,32.7,3,3,0,0,0,0,697,56.4,26.3,697,56.3,3,17.4,0.888,318,115,0.17,15,1,39,20,Repositioning,FAIL
153,23,3,153,23,3,6.03,0.118,324,32.2,0.00501,94.6,2.9,-47,94.6,3,3,-3.06,0.0749,323,4.43,2.37E-05,32.7,3,9.25,32.7,3,3,0,0,0,0,702,56.4,39,703,56.3,3,16.8,0.944,317,124,0.181,15,1,39,20,Repositioning,FAIL
155,23.1,9.25,155,23,3,5.51,0.113,323,32.1,0.00479,94.6,2.9,-53.3,94.6,3,3,-3.15,0.0729,323,4.06,2.29E-05,32.7,3,9.25,32.7,3,3,0,0,0,0,708,56.2,-49.8,708,56.3,3,24.2,1.1,317,119,0.211,15,1,39,20,Repositioning,FAIL
157,23.1,78,157,23,3,5,0.114,324,33.6,0.00472,94.6,2.9,-53.3,94.6,3,3,-2.8,0.0719,323,4.02,1.14E-05,32.7,3.025,15.5,32.7,3,3,0,0,0,0,713,56.5,51.3,713,56.3,3.000000954,17,0.776,317,117,0.149,15,1,39,20,Repositioning,FAIL
159,23.3,96.7,159,23,3,7.57,0.131,323,32.7,0.00558,94.6,2.925,-40.8,94.6,3,3,-3,0.0724,323,4.68,5.69E-05,32.7,3,9.25,32.7,3,3,0,0,0,0,718,56.2,-24.1,719,56.3,2.999999046,22.7,1.08,317,123,0.207,15,1,39,20,Repositioning,FAIL
161,22.9,-15.8,161,23,3,8.91,0.136,323,30.4,0.00561,94.6,2.9,-47,94.6,3,3,-3.6,0.0704,323,3.81,3.30E-05,32.7,3.025,15.5,32.7,3,3,0,0,0,0,724,56.4,4,724,56.3,3,18.3,0.993,316,117,0.191,15,1,39,20,Repositioning,FAIL
163,4,209,163,13,1003,14.1,0.231,325,14.4,0.00176,94.6,2.9,-47,94.6,2.801,-35.2,-3.5,0.0714,323,3.64,2.25E-05,32.7,3.025,15.5,32.7,3,3,0,0,0,0,729,56.5,41.4,729,56.3,3,17.5,0.733,317,117,0.14,15,1,39,20,Repositioning,FAIL
144,2.925,-40.8,144,3,3,-2.2,0.0506,327,1.8,2.95E-05,80.8,3.025,15.5,80.8,3,3,0.308,0.0198,326,1.05,0,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,2.999,2.75,-2047,3,3,0.0827,2.73E-19,327,0,0,15,1,2,50,Repositioning,FAIL
144,2.925,-47,144,3,3,-1.95,0.0544,327,1.93,4.48E-05,80.8,3,-3.25,80.8,3,3,1.3,0.0206,326,1.04,-1.99E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3,3,-2047,3,3,0.34,2.73E-19,327,0,0,15,1,0,50,Repositioning,FAIL
144,2.925,-40.8,144,3,3,-1.19,0.0505,328,3.26,3.02E-05,80.8,3.025,15.5,80.8,3,3,1.69,0.0204,326,1.64,0,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3,2.75,-2047,3,3,-0.187,2.73E-19,327,0,6.07E-08,15,1,0,50,Repositioning,FAIL
144,2.875,-65.7,144,3,3,-1.85,0.0495,327,1.63,3.00E-05,80.8,3,3,80.8,3,3,0.47,0.0242,326,1.39,-1.74E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3,3,-2047,3,3,0.615,2.73E-19,327,0,1.96E-06,15,1,0,50,Repositioning,FAIL
144,2.925,-40.8,144,3,3,-1.95,0.0499,327,1.83,3.04E-05,80.8,2.975,-3.25,80.8,3,3,0.00251,0.0241,326,1.34,-2.05E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3.001,3,-2047,3,3,-0.198,2.73E-19,327,0,0,15,1,0,50,Repositioning,FAIL
144,2.9,-53.3,144,3,3,-1.15,0.0516,327,2.61,3.22E-05,80.8,3,-3.25,80.8,3,3,1.46,0.018,326,1.08,0,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3.002,3.5,-2047,3,3,0.0709,2.73E-19,327,0,1.78E-07,15,1,0,50,Repositioning,FAIL
144,2.95,-34.5,144,3,3,-1.65,0.0516,327,2.18,3.91E-05,80.8,3,-3.25,80.8,3,3,0.542,0.0196,326,0.813,2.20E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3.001,3.75,-2047,3,3,0.346,2.73E-19,327,0,-1.38E-06,15,1,0,50,Repositioning,FAIL
144,2.925,-53.3,144,3,3,-2.7,0.0544,327,1.3,3.23E-05,80.8,2.975,-9.5,80.8,3,3,1.08,0.0183,326,1.04,-1.78E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,2.999,3.25,-2047,3,3,-0.192,2.73E-19,327,0,-8.75E-07,15,1,0,50,Repositioning,FAIL
144,2.95,-22,144,3,3,-2.29,0.0537,327,2.29,4.10E-05,80.8,2.975,-15.8,80.8,3,3,0.848,0.0208,326,0.924,-5.96E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3.001,3.5,-2047,3,3,0.0768,2.73E-19,327,0,-1.40E-07,15,1,0,50,Repositioning,FAIL
144,2.9,-53.3,144,3,3,-1.15,0.0496,327,3.25,5.12E-05,80.8,2.975,-9.5,80.8,3,3,-0.466,0.0228,326,1.53,-2.18E-06,58.7,3.025,15.5,58.7,3,3,0,0,0,0,-2047,3,2.75,-2047,3,3,0.0827,2.73E-19,327,0,6.05E-08,15,1,0,50,Repositioning,FAIL
201,2.975,-3.25,201,3,3,-1.26,0.0195,328,1.34,7.78E-07,161,3.05,28,161,3,3,-0.0979,0.0157,326,1.43,1.95E-06,122,3.025,9.25,122,3,3,0,0,0,0,309,3,3,309,3,3,0.709,2.71E-19,327,0,0,15,1,2,20,Repositioning,FAIL
201,2.95,-22,201,3,3,-1.1,0.017,327,2.09,5.73E-07,161,3.05,21.8,161,3,3,-0.1,0.0173,326,0.949,-1.46E-06,122,3,3,122,3,3,0,0,0,0,309,2.99925,2.812,309,3,3,0.207,2.71E-19,327,0,1.34E-06,15,1,0,20,Repositioning,FAIL
201,2.95,-22,201,3,3,-0.779,0.0254,328,1.32,-9.15E-07,161,3.075,28,161,3,3,-0.577,0.0147,326,1.96,0,122,3,3,122,3,3,0,0,0,0,309,3.001,3.75,309,3,3,0.288,2.71E-19,327,0,-2.50E-06,15,1,0,20,Repositioning,FAIL
201,2.975,-3.25,201,3,3,-0.46,0.031,328,0.509,8.49E-07,161,3.025,15.5,161,3,3,0.0607,0.0153,326,1.33,-6.63E-07,122,3,-3.25,122,3,3,0,0,0,0,309,2.998,2.5,309,3,3,0.709,2.71E-19,327,0,-8.85E-06,15,1,0,20,Repositioning,FAIL
201,2.975,3,201,3,3,-1.1,0.0208,328,1.87,5.66E-07,161,3.05,21.8,161,3,3,-0.737,0.0185,326,1.72,-2.50E-07,122,3,-3.25,122,3,3,0,0,0,0,309,3,2.562,309,3,3,1.42,2.71E-19,328,0,3.47E-06,15,1,0,20,Repositioning,FAIL
201,2.975,-3.25,201,3,3,0.66,0.0351,328,1.54,8.51E-09,161,3.05,21.8,161,3,3,0.378,0.0197,327,0.113,-5.04E-07,122,3,3,122,3,3,0,0,0,0,309,3.001,3.25,309,3,3,0.709,2.71E-19,327,0,2.65E-06,15,1,0,20,Repositioning,FAIL
201,2.975,-9.5,201,3,3,-0.14,0.0196,328,0.0905,-6.25E-07,161,3.025,15.5,161,3,3,0.219,0.0135,327,0.678,9.43E-07,122,2.975,-9.5,122,3,3,0,0,0,0,309,2.99825,2.125,309,3,3,0.709,2.71E-19,328,0,-7.74E-06,15,1,0,20,Repositioning,FAIL
201,2.95,-22,201,3,3,0.979,0.0192,328,1.47,0,161,3.05,28,161,3,3,-0.581,0.0261,327,0.899,4.66E-07,122,3,-3.25,122,3,3,0,0,0,0,309,3,2.5,309,3,3,-0.295,2.71E-19,327,0,0,15,1,0,20,Repositioning,FAIL
201,3.025,9.25,201,3,3,0.66,0.0242,328,1.94,0,161,3.025,28,161,3,3,-0.259,0.0223,326,1.33,0,122,3.025,9.25,122,3,3,0,0,0,0,309,2.99825,2.125,309,3,3,0.79,2.71E-19,327,0,-2.49E-06,15,1,0,20,Repositioning,FAIL
201,3.025,3,201,3,3,-0.618,0.0292,328,0.185,1.62E-06,161,3.05,28,161,3,3,1.65,0.0189,326,2.15,0,122,2.975,-3.25,122,3,3,0,0,0,0,309,3.00075,3.188,309,3,3,0.79,2.71E-19,327,0,5.24E-06,15,1,0,20,Repositioning,FAIL
164,18.4,-34.5,164,17.4,-101,4.07,0.0632,324,24.2,0.00198,94,-9.7,-84.5,93.9,-10.8,-109,-9.79,0.163,322,26.1,0.00434,32.7,3.025,15.5,32.7,3,3,0,0,0,0,734,56.2,-57.6,735,56.3,3,26.8,1.25,316,122,0.238,15,1,2,20,Repositioning,FAIL
165,5.2,-153,165,3.75,-170,1.35,0.0377,324,3.66,0.000122,92.2,-16.8,3,92.1,-12.7,904,-10.6,0.175,322,32.6,0.00739,32.7,3.025,15.5,32.7,3,3,0,0,0,0,740,56.4,31.1,740,56.3,3.000000954,19.4,0.918,316,118,0.176,15,1,41,20,Repositioning,FAIL
165,3.05,21.8,165,3,3,0.832,0.0411,324,2.46,5.75E-06,90.8,-17.1,-34.5,90.6,-17,3,-5.91,0.149,322,34.4,0.00641,32.7,3,9.25,32.7,3,3,0,0,0,0,745,56.3,-41.5,745,56.3,2.999999046,23.9,0.875,317,118,0.167,15,1,41,20,Repositioning,FAIL
165,3.05,21.8,165,3,3,1.93,0.0442,324,1.95,1.20E-05,89.5,-17.6,-122,89.3,-17,3,-4.94,0.126,322,32.9,0.00533,32.7,3.025,15.5,32.7,3,3,0,0,0,0,750,56.3,1.62,751,56.3,3,18.8,1.13,316,121,0.217,15,1,41,20,Repositioning,FAIL
165,3.025,15.5,165,3,3,1.93,0.041,324,1.27,2.32E-05,87.5,-17.1,-28.3,87.3,-17,3,-7.05,0.12,322,32.1,0.00488,32.7,3.025,15.5,32.7,3,3,0,0,0,0,756,56.4,31.3,756,56.3,3,20.7,0.881,315,120,0.167,15,1,43,20,Repositioning,FAIL
165,3.025,21.8,165,3,3,2.77,0.0461,324,0.594,3.17E-05,85.5,-16.6,40.5,85.3,-17,3,-7.42,0.193,322,36.9,0.00816,32.7,3.025,15.5,32.7,3,3,0,0,0,0,761,56.3,-35.9,761,56.3,3,24.4,0.968,317,117,0.186,15,1,43,20,Repositioning,FAIL
165,3,-3.25,165,3,3,1.66,0.0319,324,2.98,-1.74E-05,83.4,-17.1,-40.8,83.2,-17,3,-9.01,0.151,323,32.6,0.00631,32.7,2.975,-9.5,32.7,3,3,0,0,0,0,767,56.3,-26.4,767,56.3,3,22.5,1.06,319,119,0.206,15,1,43,20,Repositioning,FAIL
165,3.05,34.3,165,3,3,1.66,0.0412,324,1.14,1.17E-05,81.5,-16.9,109,81.3,-17,3,-8.28,0.146,322,33.7,0.00616,32.7,3.025,15.5,32.7,3,3,0,0,0,0,772,56.3,-19.8,772,56.3,2.999999046,24,1.01,315,119,0.193,15,1,43,20,Repositioning,FAIL
165,3,3,165,3,3,1.11,0.0418,325,3,1.13E-05,79.8,-0.5,-797,79.8,-7,-997,-14.5,0.175,323,18.4,0.00112,32.7,3.025,15.5,32.7,3,3,0,0,0,0,777,56.4,20.6,777,56.3,3,20.5,0.895,317,112,0.172,15,1,43,20,Repositioning,FAIL
165,3.025,15.5,165,3,3,1.38,0.0445,324,1.9,1.82E-05,78,-6.97,1223,78,0,1003,5.72,0.103,324,7.52,-0.00142,32.7,3.025,15.5,32.7,3,3,0,0,0,0,782,56.4,35.1,783,56.3,3,20.2,0.962,315,121,0.185,15,1,43,20,Repositioning,FAIL
161,15.3,59.3,162,14.3,-79.4,3.16,0.0759,324,21.9,0.00186,79.1,19,-22,79.2,19.5,61,6.78,0.113,322,28.9,0.00373,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1713,56.4,22.6,1713,56.3,3,18.4,0.962,320,117,0.185,15,1,2,20,Repositioning,FAIL
162,5.95,-172,162,5.38,-96.9,4.21,0.0645,324,8.38,0.000376,80.8,22.6,-34.5,81,22.9,16,8.36,0.162,322,33.7,0.00681,30.7,3,9.25,30.7,3,3,0,0,0,0,1713,56.3,-38.9,1713,56.3,3.000000954,19.2,0.938,318,119,0.181,15,1,102,20,Repositioning,FAIL
162,2.825,-78.2,162,3,3,3.18,0.0455,324,3.75,-6.71E-06,82.3,22.6,-203,82.4,23,3,10.5,0.159,323,32.5,0.0066,30.7,2.975,-3.25,30.7,3,3,0,0,0,0,1723,56.3,27.3,1723,56.3,2.999999046,20.5,1.03,315,119,0.199,15,1,102,20,Repositioning,FAIL
164,3.15,78,162,3,3,0.656,0.0277,324,2.11,-3.38E-06,84.3,23,59.3,84.5,23,3,8.45,0.137,322,30.4,0.00571,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1723,56.6,84,1723,56.3,2.999999046,14,0.807,321,115,0.148,15,1,103,20,Repositioning,FAIL
162,3.175,103,162,3,3,1.18,0.0367,324,1.1,6.71E-06,86.3,22.7,-59.5,86.5,23,3,10.9,0.196,323,33,0.00832,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1733,56.2,-42.7,1733,56.3,3,26.8,1.01,320,123,0.191,15,1,103,20,Repositioning,FAIL
162,2.8,-84.5,162,3,3,4.07,0.0447,324,2.36,6.42E-06,88.3,23.1,134,88.4,20.7,-569,8.76,0.14,322,31.5,0.0059,30.7,3,9.25,30.7,3,3,0,0,0,0,1733,56.3,10.5,1733,56.3,3,23.5,0.991,317,121,0.19,15,1,103,20,Repositioning,FAIL
162,-2.38,-97,162,-2.95,-93.5,-4.25,0.0854,324,13.8,0.000988,89.6,22.6,-3.25,89.8,22.1,-26,6.03,0.132,323,31.5,0.00545,30.7,3.025,9.25,30.7,3,3,0,0,0,0,1743,56.4,29.4,1743,56.3,3,18,0.817,321,119,0.156,15,1,103,20,Repositioning,FAIL
161,-10.5,-53.3,161,-11.2,-68.9,-6.41,0.133,324,23.9,0.00397,91.3,17.5,-128,91.4,17.1,-67.6,6.78,0.102,323,25.6,0.00297,30.7,2.975,-9.5,30.7,3,3,0,0,0,0,1743,56.5,73.4,1743,56.3,2.999999046,15.2,0.795,316,116,0.151,15,1,105,20,Repositioning,FAIL
160,-16,15.5,159,-16.2,-25.9,-6.99,0.14,324,30.7,0.00574,92.3,9.28,-203,92.4,8.54,-93.6,4.76,0.0631,323,12.6,0.000778,30.7,3,3,30.7,3,3,0,0,0,0,1753,56.2,-22.5,1753,56.3,3,25.9,1.01,317,121,0.194,15,1,105,20,Repositioning,FAIL
158,-16.5,159,158,-17,3,-2.2,0.113,324,25.3,0.00417,92.5,3.1,53,92.5,3,3,4.86,0.089,323,4.78,0,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1753,56.3,-6.94,1753,56.3,3,23.5,0.909,321,120,0.174,15,1,105,20,Repositioning,FAIL
162,2.525,-416,162,1.51,-158,0.629,0.0324,324,2.87,1.93E-05,102.8,4.83,478,102.9,12.89,990,12.8,0.227,323,14.8,0.00189,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1923,56.3,-28.3,1923,56.3,3,24,1.03,321,120,0.198,15,1,2,20,Repositioning,FAIL
162,-8.1,21.8,161,-8.9,-78.4,-8.47,0.136,324,21.9,0.00317,105,19.5,21.8,105,19,-56.4,11.1,0.157,323,28.5,0.00539,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1923,56.4,68.2,1923,56.3,3,17.6,0.89,320,121,0.169,15,1,116,20,Repositioning,FAIL
160,-14.6,21.8,160,-15.2,-39.6,-8.61,0.138,324,30.4,0.00514,106,12.22,-47,106,11.28,-88.3,3.68,0.0815,323,16.6,0.00158,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1933,56.3,-14,1933,56.3,3.000000954,20.7,0.958,320,117,0.185,15,1,116,20,Repositioning,FAIL
158,-0.13,803,158,3,17.7,7.21,0.0979,324,5.57,-0.000321,106,3.125,9.25,106,3,2.9999046,2.76,0.0731,323,5.46,2.32E-05,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1943,56.4,22.6,1943,56.3,2.999999046,18,0.865,321,120,0.166,15,1,116,20,Repositioning,FAIL
157,-16.9,-15.8,157,-17,3,-8.73,0.131,324,32.5,0.00545,106,3.125,71.7,106,3,3,2.14,0.0524,323,2.18,-7.72E-06,30.7,3.025,15.5,30.7,3,3,0,0,0,0,1943,56.3,28,1943,56.3,3,22.7,1.02,319,122,0.196,15,1,116,20,Repositioning,FAIL
