X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECTION
151,11.415,12.9,151,11.8,40.85,5.71,0.143,326,27.6,0.00395,87.25,-4.1625,31.65,87.2,-3.85,37.3,-5.14,0.138,325,26.6,0.00449,32,3.5125,9.75,32,3.5,3.5,0,0,0,0,183.5,56.85,12.4,183.5,56.8,3.499999523,19.4,0.741,323,116,0.141,15.5,0,0,50,5,FAIL
152,14.29,6.625,152,14.5,19.9,6.4,0.115,326,30.3,0.0045,86.7,-0.115,12.875,86.65,0.345,51.15,-6.68,0.138,325,15.6,0.00211,32,3.5,6.625,32,3.5,3.5,0,0,0,0,188.5,56.9,38.05,188.5,56.8,3.5,25.9,1.04,322,117,0.201,15.5,0,0,50,5,FAIL
153,8.005,632.25,153,12,503.5,25.8,0.317,326,26,0.00424,86.55,3.5,3.5,86.55,3.5,3.5,-4.1,0.0872,325,5.57,-1.39E-05,32,3.5,3.5,32,3.5,3.5,0,0,0,0,193.5,56.8,-7.5,193.5,56.8,3.500000477,15.2,0.952,322,116,0.182,15.5,1,2,20,5,FAIL
150.5,13.4875,-5.9,150.5,13.5,3.5,7.22,0.122,326,31.5,0.00517,98.3,1.9975,-27.75,98.3,2,3.5,-3.7,0.0753,325,3.99,-1.18E-05,32,3.5,3.5,32,3.5,3.5,0,0,0,0,1088.5,56.85,29.58,1093.5,56.8,3.5,23.1,0.773,323,117,0.148,15.5,1,120,20,5,FAIL
151.5,13.5375,34.725,151.5,13.5,3.5,7.89,0.126,326,33.3,0.00523,98.15,1.9975,-2.75,98.15,2,3.5,-4.1,0.0734,325,3.75,0,32,3.5125,6.625,32,3.5,3.5,0,0,0,0,1096,56.8,-9.64,1096,56.8,3.499999523,23.5,1.02,322,117,0.197,15.5,1,120,20,5,FAIL
152.5,13.525,16,152.5,13.5,3.5,7.22,0.106,326,32.3,0.0044,98,1.9375,-18.35,98,2,3.5,-3.8,0.0729,325,4.43,0,32,3.5,6.625,32,3.5,3.5,0,0,0,0,1103.5,56.95,23.83,1104,56.8,3.5,17.2,0.804,322,116,0.153,15.5,1,120,20,5,FAIL
153.5,13.575,-12.125,153.5,13.5,3.5,4.8,0.11,326,33.1,0.00461,97.85,1.885,-15.25,97.85,2,3.5,-3.65,0.0739,325,4.32,0,32,3.5,3.5,32,3.5,3.5,0,0,0,0,1106.5,56.75,1.2,1106.5,56.8,3.5,31.4,0.91,323,114,0.172,15.5,1,122,20,5,FAIL
154.5,13.4125,-30.9,154.5,13.5,3.5,5.84,0.116,326,32.4,0.00484,97.7,1.84,-24.6,97.7,2,3.5,-3.65,0.0731,325,4.2,0,32,3.5125,6.625,32,3.5,3.5,0,0,0,0,1114,56.85,10.6,1114,56.8,3.500000477,19.6,1.04,322,117,0.201,15.5,1,122,20,5,FAIL
155.5,12.375,456.5,155.5,13.45,-4.65,17.5,0.318,325,35.2,0.0132,97.55,1.375,-103,97.55,0.78,-72.5,-10.1,0.164,325,10.7,0.000449,32,3.5125,9.75,32,3.5,3.5,0,0,0,0,1116.5,56.85,5.875,1117,56.8,3.5,17.2,0.82,322,118,0.157,15.5,1,122,20,5,FAIL
174.5,3.475,-9.025,174.5,3.5,3.5,-0.619,0.0323,329,0.652,0,130.6,1.985,9.75,130.6,2,3.5,-1.05,0.0165,328,2.54,6.92E-07,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,254.5,30.149,3.344,254.5,30.15,3.499999523,-0.219,2.70E-19,329,0,4.32E-06,15.5,1,122,20,5,FAIL
174.5,3.4875,0.375,174.5,3.5,3.5,-0.619,0.0323,329,0.652,0,130.45,2.025,22.25,130.45,2,3.5,-1.05,0.0165,328,2.54,6.92E-07,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,257,30.249,20.5,257,30.15,3.5,-0.219,2.70E-19,329,0,4.32E-06,15.5,1,122,20,6,FAIL
174.5,3.525,16.025,174.5,3.5,3.5,-0.939,0.0237,329,0.823,-1.81E-06,130.3,1.9725,-9,130.3,2,3.5,0.858,0.0157,328,0.868,1.41E-06,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,259.5,30.1505,0.345,260,30.15,3.5,-0.0153,2.70E-19,329,0,-7.34E-07,15.5,1,122,20,6,FAIL
174.5,3.5625,-9.025,174.5,3.582,4.63,-0.619,0.0323,329,0.652,0,130.2,1.975,3.5,130.2,2,3.56,-1.05,0.0165,328,2.54,6.92E-07,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,262.5,30.149,4.28,262.5,30.15,3.5,-0.219,2.70E-19,329,0,4.32E-06,15.5,1,2,6,6,FAIL
175.5,2.04,6.625,175.5,2,3.5,-2.06,0.0302,329,1.74,0,127.25,3.4375,-24.65,127.25,3.5,3.5,0.219,0.019,328,1.9,0,77.25,3.5,0.375,77.25,3.5,3.5,0,0,0,0,-691.5,30.1495,-0.065,-691.5,30.15,3.5,-0.0153,2.70E-19,329,0,4.80E-06,15.5,1,0,6,6,FAIL
175.5,1.96,-12.15,175.5,2,3.5,-1.58,0.0233,329,2.47,-1.91E-06,127.25,3.5625,34.775,127.25,3.5,3.5,0.219,0.0189,328,1.41,8.14E-07,77.25,3.4875,-2.75,77.25,3.5,3.5,0,0,0,0,-691.5,30.1505,-7.2,-691.5,30.15,3.5,-0.513,2.70E-19,329,0,0,15.5,1,0,6,6,FAIL
175,2.125,34.75,175,2,3.5,-0.619,0.0207,329,0.291,-1.37E-06,127.25,3.45,-12.15,127.25,3.5,3.5,0.848,0.0139,328,0.909,0,77.25,3.5,6.625,77.25,3.5,3.5,0,0,0,0,-686.5,30.15,-17.7,-686.5,30.15,3.5,-0.105,2.70E-19,329,0,-5.09E-06,15.5,1,0,6,6,FAIL
175,2.05,-9,175,2,3.5,-1.58,0.0205,329,1.31,-9.53E-07,127.25,3.55,22.275,127.25,3.5,3.5,0.0657,0.0176,328,2.51,1.27E-06,77.25,3.5,0.375,77.25,3.5,3.5,0,0,0,0,-686.5,30.2005,22.3,-681.5,30.15,3.500000477,-0.423,2.70E-19,329,0,-1.27E-06,15.5,1,0,6,6,FAIL
175,2,16,175,2,3.5,-0.14,0.0204,329,0.718,7.10E-07,127.25,3.425,-24.65,127.25,3.5,3.5,-0.892,0.0171,328,3.26,1.35E-06,77.25,3.5,3.5,77.25,3.5,3.5,0,0,0,0,-681.5,30.1505,6.186,-681.5,30.15,3.499999523,-0.447,2.70E-19,329,0,-1.63E-06,15.5,1,0,6,6,FAIL
174.5,1.975,19.15,174.5,2,3.5,1.14,0.0192,329,2.04,-2.76E-06,127.25,3.45,-15.275,127.25,3.5,3.5,0.538,0.0192,328,0.591,0,77.25,3.5125,6.625,77.25,3.5,3.5,0,0,0,0,-676.5,30.151125,-23.46,-676.5,30.15,3.5,-0.129,2.70E-19,329,0,1.06E-06,15.5,1,0,6,6,FAIL
174.5,1.95,12.9,174.5,2,3.5,-0.939,0.0201,329,0.972,-9.55E-07,127.25,3.45,-18.375,127.25,3.5,3.5,-0.101,0.0154,328,0.601,-7.83E-08,77.25,3.5,3.5,77.25,3.5,3.5,0,0,0,0,-676.5,30.201,28.525,-676.5,30.15,3.5,-0.219,2.70E-19,329,0,0,15.5,1,0,6,6,FAIL
174.5,2.015,-12.15,174.5,2.005,3.6465,-1.74,0.0221,329,1.39,-1.41E-06,127.25,3.675,28.525,127.25,3.6315,5.21,-0.42,0.0163,328,0.956,3.39E-08,77.25,3.5,0.375,77.25,3.5,3.5,0,0,0,0,-671.5,30.25,35.1,-671.5,30.15,3.5,-0.147,2.70E-19,329,0,2.00E-06,15.5,1,0,6,6,FAIL
174.5,2.025,28.5,174.5,2.03,3.8335,-1.58,0.0221,329,1.32,-7.99E-07,127.3,3.7375,-15.25,127.3,3.7945,5.185,0.376,0.0245,328,0.252,-7.43E-08,77.25,3.5125,9.75,77.25,3.5,3.5,0,0,0,0,-671.5,30.1495,-4.525,-671.5,30.15,3.500000477,-0.333,2.70E-19,329,0,3.40E-06,15.5,1,0,6,6,FAIL
174,2.015,0.375,174,2.07,4.025,0.34,0.0194,329,1.89,1.61E-06,127.3,3.9,-9.025,127.3,3.9605,5.135,-0.263,0.0125,328,1.45,5.74E-07,77.25,3.5125,6.625,77.25,3.5,3.5,0,0,0,0,-666.5,30.15,16.525,-666.5,30.15,3.499999523,-0.219,2.70E-19,329,0,0,15.5,1,0,6,6,FAIL
183.5,3.5625,47.25,183.5,3.5,3.5,0.0989,2.79E-19,328,0,8.66E-07,122.15,1.925,-15.25,122.1,2,3.5,-0.873,2.68E-19,332,0,5.70E-07,77.75,3.4875,0.375,77.75,3.5,3.5,0,0,0,0,-150,30.2,20.725,-150,30.15,3.500000477,3.55,0,331,0,1.15E-05,15.5,1,0,6,6,FAIL
183.5,3.575,41,183.5,3.5,3.5,0.0989,2.79E-19,328,0,8.66E-07,122,2.015,0.375,121.95,2,3.5,-0.873,2.68E-19,332,0,5.70E-07,77.75,3.4875,0.375,77.75,3.5,3.5,0,0,0,0,-147.5,30.1,-27.225,-147,30.15,3.499999523,3.55,0,331,0,1.15E-05,15.5,1,0,6,6,FAIL
183.5,3.6,56.5,183.5,3.5,3.5,0.209,2.78E-19,324,0,5.32E-07,121.85,1.985,-18.4,121.8,2,3.5,0.729,2.69E-19,326,0,0,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,888,30.1995,21.65,888,30.15,3.5,-0.176,2.78E-19,323,0,0,15.5,1,0,6,6,FAIL
183.5,3.5875,50.35,183.5,3.5,3.5,-0.447,2.79E-19,328,0,0,121.7,2.05,-2.75,121.65,2,3.5,0.685,2.68E-19,332,0,-5.25E-08,77.75,3.5125,9.75,77.75,3.5,3.5,0,0,0,0,-142,30.2,17.794,-142,30.15,3.5,-1.92,0,331,0,-6.66E-06,15.5,1,2,50,6,FAIL
183.5,3.575,44.1,183.5,3.5,3.5,-0.447,2.79E-19,328,0,0,121.55,2.05,0.375,121.5,2,3.5,0.685,2.68E-19,332,0,-5.25E-08,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,-139.5,30.1,-31.756,-139,30.15,3.5,-1.92,0,331,0,-6.66E-06,15.5,0,0,50,6,FAIL
183.5,3.5875,50.35,183.5,3.5,3.5,0.988,2.78E-19,325,0,-3.09E-07,121.4,2.025,6.625,121.35,2,3.5,0.409,2.69E-19,326,0,0,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,896,30.1995,32.825,896,30.15,3.500000477,0.59,2.78E-19,324,0,-4.39E-06,15.5,0,0,50,6,FAIL
165,11.1875,-18.35,165,10.7,-48.5,-2.27,0.0735,326,34,0.00208,87.75,-4.315,-27.75,87.65,-4.9,-52.5,-10.6,0.174,324,26,0.00476,33,3.5,3.5,33,3.5,3.5,0,0,0,0,768,56.8,-12.955,768,56.8,3.5,20,1.03,318,118,0.198,15.5,4,0,50,6,FAIL
183.5,3.575,41,183.5,3.5,3.5,-0.214,2.78E-19,324,0,1.34E-06,121.1,1.9,3.5,121.05,2,3.5,-0.0699,2.69E-19,326,0,-1.17E-06,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,901,30.1495,-6.275,901.5,30.15,3.5,-0.0861,2.78E-19,323,0,-1.31E-06,15.5,0,0,50,6,FAIL
183.5,3.5875,47.25,183.5,3.5,3.5,0.0989,2.79E-19,328,0,5.82E-07,120.95,1.86,-18.4,120.9,3.4375,300.5,-0.573,2.68E-19,332,0,0,77.75,3.4875,0.375,77.75,3.5,3.5,0,0,0,0,-128.5,30.200875,26.8935,-128.5,30.15,3.5,-1.52,0,331,0,-1.31E-05,15.5,0,0,50,6,FAIL
183.5,3.5875,56.5,183.5,3.5,3.5,0.0989,2.79E-19,328,0,5.82E-07,120.8,2,0.375,120.8,2,3.5,-0.573,2.68E-19,332,0,0,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,-126,30.150875,-15.6065,-126,30.15,3.5,-1.52,0,331,0,-1.31E-05,15.5,1,2,20,6,FAIL
180,4.94,-15.25,180,5,3.5,-0.214,2.78E-19,324,0,0,128.3,3.55,28.5,128.3,3.5,3.5,-0.869,2.69E-19,326,0,-1.49E-06,77.75,3.5,0.375,77.75,3.5,3.5,0,0,0,0,717,30.1505,2.81,717,30.15,3.499999523,-0.176,2.78E-19,322,0,1.24E-06,15.5,1,2,50,6,FAIL
180,4.96,-24.65,180,5,3.5,-0.0381,2.79E-19,328,0,0,128.3,3.55,31.65,128.3,3.5,3.5,-0.723,2.68E-19,332,0,0,77.75,3.5,3.5,77.75,3.5,3.5,0,0,0,0,-313,30.250875,23.6435,-313,30.15,3.5,-1.52,0,330,0,-7.37E-06,15.5,4,0,50,6,FAIL
180,5.015,-18.4,180,5,3.5,-0.0381,2.79E-19,328,0,0,128.3,3.55,28.5,128.3,3.5,3.5,-0.723,2.68E-19,332,0,0,77.75,3.5,0.375,77.75,3.5,3.5,0,0,0,0,-310.5,30.150875,-0.4065,-310,30.15,3.5,-1.52,0,330,0,-7.37E-06,15.5,0,0,50,6,FAIL
152.5,7.85,63.1,152.5,8.295,76,5.86,0.104,325,13,0.00125,100.8,13.35,0.4,101.3,12.95,-20.55,5.68,0.113,323,30,0.00469,32.5,3.5,3.5,32.5,3.5,3.5,0,0,0,0,817.5,56.75,-26.675,817.5,56.8,3.5,28,1.1,316,119,0.212,15.5,0,0,50,6,FAIL
153,13.9,53.35,153,14.05,37.1,6.98,0.13,325,30.5,0.00474,101.8,8.525,-12.1,101.8,7.765,-65,1.2,0.0492,324,15.3,0.000866,32.5,3.5,3.5,32.5,3.5,3.5,0,0,0,0,825,56.8,-16.81,825.5,56.8,3.5,23.4,0.976,321,117,0.188,15.5,4,0,50,6,FAIL
153.5,13.915,503.4,153.5,15,3.5,17.7,0.317,324,35.8,0.0133,101.8,3.55,25.375,101.8,3.5,3.5,-0.764,0.0211,324,1.07,0,32.5,3.5,-2.75,32.5,3.5,3.5,0,0,0,0,827.5,56.75,-42.05,828,56.8,3.5,19.1,0.905,322,120,0.174,15.5,0,0,50,6,FAIL
155,14.96,-12.15,155,15,3.5,6.06,0.116,325,32.4,0.0049,101.8,3.5375,25.375,101.8,3.5,3.5,-0.726,0.0191,324,2.53,0,32.5,3.4875,0.375,32.5,3.5,3.5,0,0,0,0,835.5,56.85,34.55,835.5,56.8,3.499999523,23.6,0.943,322,119,0.181,15.5,1,2,20,6,FAIL
156,14.865,-27.775,156,15,3.5,6.75,0.11,325,32.6,0.00463,101.8,3.55,31.65,101.8,3.5,3.5,-0.757,0.0231,324,3.7,0,32.5,3.5125,6.625,32.5,3.5,3.5,0,0,0,0,838,56.85,-0.62,838,56.8,3.5,18.2,0.868,322,118,0.168,15.5,1,70,20,6,FAIL
157,14.825,-21.525,157,15,3.5,7.83,0.137,325,33.3,0.0057,101.8,3.5375,25.4,101.8,3.5,3.5,-0.474,0.0296,324,2.34,4.75E-06,32.5,3.5,3.5,32.5,3.5,3.5,0,0,0,0,845.5,56.75,-45.4,846,56.8,3.5,20.8,0.936,316,117,0.18,15.5,1,70,20,6,FAIL
158.5,14.975,3.5,158.5,15,3.5,7.3,0.135,325,33.6,0.00575,101.8,3.55,31.625,101.8,3.5,3.5,-0.726,0.0281,324,2.44,-2.34E-06,32.5,3.5,3.5,32.5,3.5,3.5,0,0,0,0,848.5,56.85,26.15,848.5,56.8,3.500000477,27.6,1.03,322,117,0.198,15.5,1,70,20,6,FAIL
159.5,14.975,-49.6,159.5,15,3.5,5.97,0.113,325,33.4,0.00487,101.8,3.55,34.775,101.8,3.5,3.5,-0.889,0.02,324,2.72,-2.29E-06,32.5,3.4875,-2.75,32.5,3.5,3.5,0,0,0,0,856,56.9,10.05,856,56.8,3.5,13.8,0.873,322,116,0.165,15.5,1,70,20,6,FAIL
152,13.575,-9.025,152,13.5,3.5,3.87,0.0924,325,32.1,0.00383,106.5,4.96,25.4,106.5,5,3.5,-0.726,0.0237,324,2.11,-4.43E-06,32,3.4875,-2.75,32,3.5,3.5,0,0,0,0,-101.5,56.8,-19.15,-96.5,56.8,3.499999523,23.6,0.91,322,121,0.172,15.5,1,70,20,6,FAIL
153,13.4375,-37.15,153,13.5,3.5,7.68,0.114,325,31.1,0.00464,107,5.04,25.375,107,5,3.5,-0.978,0.0224,324,1.93,-2.21E-06,32,3.4875,-2.75,32,3.5,3.5,0,0,0,0,-91.5,56.85,25.495,-91.5,56.8,3.499999523,23.2,1.03,322,116,0.199,15.5,1,70,20,6,FAIL
173,3.4375,-21.5,173,3.5,3.5,0.399,2.79E-19,328,0,2.05E-06,133.5,4.985,25.4,133.5,5,3.5,2.73,2.68E-19,332,0,5.42E-07,77.25,3.4875,-2.75,77.25,3.5,3.5,0,0,0,0,-1241.5,30.15,-12.8,-1241.5,30.15,3.5,-1.17,0,331,0,7.10E-06,15.5,1,70,20,6,FAIL
173,3.4375,-24.65,173,3.5,3.5,0.399,2.79E-19,328,0,2.05E-06,133.5,4.95,25.4,133.5,5,3.5,2.73,2.68E-19,332,0,5.42E-07,77.25,3.5,3.5,77.25,3.5,3.5,0,0,0,0,-1236.5,30.2,14.9,-1236.5,30.15,3.5,-1.17,0,331,0,7.10E-06,15.5,1,70,20,6,FAIL
173,3.4375,-24.65,173,3.5,3.5,0.105,2.78E-19,325,0,0,134,4.9,9.75,134,5,3.5,0.569,2.69E-19,326,0,-9.56E-07,77.25,3.4875,-2.75,77.25,3.5,3.5,0,0,0,0,-204,30.15,4.03,-204,30.15,3.5,0.00334,2.78E-19,323,0,0,15.5,1,70,20,6,FAIL
173,3.475,-21.5,173,3.5625,5.215,0.068,2.78E-19,325,0,-6.78E-08,134,5.165,0.375,134,5,3.432,0.0897,2.69E-19,326,0,4.95E-07,77.25,3.5,0.375,77.25,3.5,3.5,0,0,0,0,-199,30.2005,3.31225,-199,30.15,3.500000477,0.59,2.78E-19,323,0,0,15.5,1,2,50,6,FAIL
173.5,3.8125,41,173.5,3.7335,5.2,-0.201,2.79E-19,328,0,0,134,5,9.75,134,4.98,3.2365,0.216,2.68E-19,332,0,-6.33E-07,77.25,3.4875,-5.875,77.25,3.5,3.5,0,0,0,0,-1231.5,30.200875,4.314,-1231.5,30.15,3.499999523,-1.46,0,331,0,-6.66E-06,15.5,0,0,50,6,FAIL
173.5,3.9625,34.75,173.5,3.9015,5.155,-0.201,2.79E-19,328,0,0,134,4.9,-9,134,4.945,3.044,0.216,2.68E-19,332,0,-6.33E-07,77.25,3.4875,-5.875,77.25,3.5,3.5,0,0,0,0,-1226.5,30.150875,-10.831,-1226.5,30.15,3.5,-1.46,0,331,0,-6.66E-06,15.5,0,0,50,6,FAIL
173.5,4.125,34.75,173.5,4.065,5.095,-0.392,2.78E-19,325,0,0,134.5,4.89,16,134.5,4.89,2.86,0.25,2.69E-19,327,0,0,77.25,3.5,0.375,77.25,3.5,3.5,0,0,0,0,-194,30.199,22.675,-194,30.15,3.5,0.68,2.78E-19,323,0,2.22E-06,15.5,4,0,50,6,FAIL
173.5,4.275,44.1,173.5,4.22,5.01,-0.23,2.79E-19,328,0,8.98E-07,134.5,4.925,3.5,134.5,4.815,2.68,-0.103,2.68E-19,332,0,1.05E-07,77.25,3.5,0.375,77.25,3.5,3.5,0,0,0,0,-1221.5,30.15,-10,-1221.5,30.15,3.5,-3.99,0,331,0,0,15.5,4,0,50,6,FAIL
179.5,2.025,-15.25,179.5,2,3.5,-0.23,2.79E-19,328,0,8.98E-07,118.7,3.4625,-15.25,118.7,3.5,3.5,-0.103,2.68E-19,332,0,1.05E-07,76.75,3.5125,9.75,76.75,3.5,3.5,0,0,0,0,-702.5,30.2,18.45,-702,30.15,3.5,-3.99,0,331,0,0,15.5,0,0,50,6,FAIL
179.5,2,-43.35,179.5,2,3.5,-0.829,2.79E-19,328,0,0,118.7,3.45,-18.4,118.7,3.5,3.5,-0.403,2.68E-19,332,0,3.41E-07,76.75,3.5125,9.75,76.75,3.5,3.5,0,0,0,0,-699.5,30.149125,-7.369,-699.5,30.15,3.499999523,-1.52,0,331,0,6.45E-06,15.5,1,2,50,6,FAIL
179.5,1.96,-18.4,179.5,2,3.5,0.105,2.78E-19,325,0,0,118.7,3.4375,-27.75,118.7,3.5,3.5,-0.869,2.69E-19,327,0,0,76.75,3.5125,6.625,76.75,3.5,3.5,0,0,0,0,335.5,30.2,16.1,335.5,30.15,3.5,0.0284,2.78E-19,323,0,0,15.5,4,0,50,6,FAIL
179,2,-15.25,179,2,3.5,-0.829,2.79E-19,328,0,0,118.7,3.4625,-15.25,118.7,3.5,3.5,-0.403,2.68E-19,332,0,3.41E-07,76.75,3.5125,9.75,76.75,3.5,3.5,0,0,0,0,-694,30.149125,9.181,-694,30.15,3.5,-1.52,0,331,0,6.45E-06,15.5,0,0,50,6,FAIL
179,1.975,6.625,179,2,3.5,0.246,2.78E-19,325,0,0,118.7,3.4625,-12.15,118.7,3.5,3.5,-0.0699,2.69E-19,327,0,0,76.75,3.5125,6.625,76.75,3.5,3.5,0,0,0,0,341,30.1995,16.225,341,30.15,3.5,0.68,2.78E-19,324,0,1.40E-06,15.5,0,0,50,6,FAIL
179,1.935,0.375,179,2,3.5,0.0989,2.79E-19,328,0,1.43E-06,118.7,3.4625,-12.15,118.7,3.5,3.5,-0.403,2.68E-19,332,0,8.80E-08,76.75,3.5125,9.75,76.75,3.5,3.5,0,0,0,0,-689,30.1995,0.22,-688.5,30.15,3.500000477,-0.54,0,331,0,1.24E-05,15.5,0,0,50,6,FAIL
178.5,1.95,-18.4,178.5,2,3.5,0.0989,2.79E-19,328,0,1.43E-06,118.7,3.4625,-15.25,118.7,3.5,3.5,-0.403,2.68E-19,332,0,8.80E-08,76.75,3.5125,9.75,76.75,3.5,3.5,0,0,0,0,-686.5,30.1495,-25.825,-686,30.15,3.5,-0.54,0,331,0,1.24E-05,15.5,4,0,50,6,FAIL
178.5,1.925,-18.4,178.5,2,3.5,-0.748,2.78E-19,324,0,-5.33E-07,118.7,3.4375,-24.65,118.7,3.5,3.5,0.569,2.69E-19,326,0,7.27E-07,76.75,3.5,3.5,76.75,3.5,3.5,0,0,0,0,349,30.1995,20.8,349,30.15,3.5,0.68,2.78E-19,324,0,0,15.5,1,2,50,6,FAIL
178.5,1.935,-27.75,178.5,2,3.5,0.0989,2.79E-19,328,0,-3.38E-07,118.7,3.475,-9,118.7,3.5,3.5,0.366,2.68E-19,332,0,-1.49E-06,76.75,3.5125,9.75,76.75,3.5,3.5,0,0,0,0,-681,30.1005,-25.6065,-680.5,30.15,3.5,-2.09,0,331,0,0,15.5,4,0,50,6,FAIL
178.5,2,-18.4,178.5,2,3.5,0.0989,2.79E-19,328,0,-3.38E-07,118.7,3.4625,-21.5,118.7,3.5,3.5,0.366,2.68E-19,332,0,-1.49E-06,76.75,3.5,3.5,76.75,3.5,3.5,0,0,0,0,-678.5,30.1505,-6.4565,-678,30.15,3.499999523,-2.09,0,331,0,0,15.5,0,0,50,6,FAIL
173,3.5375,28.5,173,3.5,3.5,1.02,2.78E-19,325,0,2.56E-06,121.4,3.4875,0.375,121.4,3.5,3.5,-0.39,2.69E-19,327,0,0,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,524,3.498,2.5,524,3.5,3.5,0.501,2.78E-19,324,0,1.01E-06,15.5,0,0,50,6,FAIL
173,3.575,41,173,3.5,3.5,-0.638,2.79E-19,328,0,6.90E-07,121.4,3.4875,-5.9,121.4,3.5,3.5,0.236,2.68E-19,332,0,6.85E-07,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,-508.5,3.4995,3.25,-508.5,3.5,3.5,-1.52,0,331,0,0,15.5,4,0,50,6,FAIL
173,3.5875,50.35,173,3.5,3.5,-0.638,2.79E-19,328,0,6.90E-07,121.4,3.4875,-5.9,121.4,3.5,3.5,0.236,2.68E-19,332,0,6.85E-07,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,-508.5,3.498375,2.845,-508.5,3.5,3.5,-1.52,0,331,0,0,15.5,0,0,50,6,FAIL
173,3.6,53.5,173,3.5,3.5,-0.884,2.79E-19,328,0,8.40E-07,121.4,3.4875,-2.75,121.4,3.5,3.5,-0.123,2.68E-19,332,0,-5.72E-07,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,-508.5,3.500125,3.1875,-508.5,3.5,3.5,-1.46,0,331,0,-1.30E-05,15.5,1,2,50,6,FAIL
173,3.6,56.5,173,3.5,3.5,-0.884,2.79E-19,328,0,8.40E-07,121.4,3.475,-9,121.4,3.5,3.5,-0.123,2.68E-19,332,0,-5.72E-07,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,-508.5,3.499625,2.9375,-508.5,3.5,3.5,-1.46,0,331,0,-1.30E-05,15.5,4,0,50,6,FAIL
173,3.575,44.1,173,3.5,3.5,-0.251,2.78E-19,325,0,8.57E-08,121.4,3.4875,-2.75,121.4,3.5,3.5,0.569,2.69E-19,326,0,-4.70E-08,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,524,3.4995,3.625,524,3.5,3.5,0.501,2.78E-19,323,0,-2.25E-06,15.5,0,0,50,6,FAIL
173,3.5875,50.35,173,3.5,3.5,-0.0925,2.79E-19,328,0,-6.85E-07,121.4,3.475,-9,121.4,3.5,3.5,1.3,2.68E-19,332,0,-2.81E-07,90.75,3.5,0.375,90.75,3.5,3.5,0,0,0,0,-508.5,3.5005,3.625,-508.5,3.5,3.5,-1.11,0,331,0,6.48E-06,15.5,0,0,50,6,FAIL
173,3.575,47.25,173,3.5,3.5,-0.0925,2.79E-19,328,0,-6.85E-07,121.4,3.475,-9,121.4,3.5,3.5,1.3,2.68E-19,332,0,-2.81E-07,90.75,3.4875,-5.875,90.75,3.5,3.5,0,0,0,0,-508.5,3.5,3.25,-508.5,3.5,3.5,-1.11,0,331,0,6.48E-06,15.5,0,0,50,6,FAIL
173,3.5875,50.35,173,3.5,3.5,-0.711,2.78E-19,325,0,-1.35E-06,121.4,3.4875,0.375,121.4,3.5,3.5,0.249,2.69E-19,327,0,-3.16E-06,90.75,3.4875,-2.75,90.75,3.5,3.5,0,0,0,0,524,3.501,3.75,524,3.5,3.5,0.207,2.78E-19,323,0,-1.59E-06,15.5,0,0,50,6,FAIL
173,3.6,53.5,173,3.5,3.5,-0.201,2.79E-19,328,0,0,121.4,3.475,-9,121.4,3.5,3.5,0.835,2.68E-19,332,0,-3.67E-07,90.75,3.4875,0.375,90.75,3.5,3.5,0,0,0,0,-508.5,3.5005,3.625,-508.5,3.5,3.5,-1.52,0,331,0,0,15.5,1,2,50,6,FAIL
